Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
1,1.4715,Build,SmallHouse,17,1,1,1,4000,2750,3,2,1,
1,7.119822,Build,Supply,5,14,1,1,2750,1950,2,1,1,
1,10.30305,Build,Supply,5,19,1,1,1950,1150,1,0,1,
2,15.77396,Build,SmallHouse,22,2,1,1,1150,1770,3,3,0,Can't place building at specified location
2,16.82337,Build,SmallHouse,22,1,1,1,1770,1270,3,2,1,
2,25.73998,Build,SmallHouse,18,6,1,1,1270,770,2,1,1,
3,32.63955,Build,Supply,12,14,1,1,770,2430,3,3,0,No road access for building
3,33.5899,Build,Supply,11,15,1,1,2430,1630,3,2,1,
3,42.18982,Build,SmallHouse,23,6,1,1,1630,1130,2,1,1,
3,50.27299,Build,SmallHouse,27,1,1,1,1130,230,1,0,1,
4,55.45642,Build,SmallHouse,28,6,1,1,230,830,3,2,1,
4,59.92231,Build,SmallHouse,32,1,1,1,830,30,2,1,1,
5,67.51022,Build,Supply,11,20,1,1,30,570,3,2,1,
5,71.35996,Build,SmallHouse,33,6,1,1,570,70,2,1,1,
6,87.36663,Build,SmallHouse,37,1,1,1,70,780,3,2,1,
7,99.49548,Build,Supply,5,24,1,1,780,1310,3,2,1,
7,103.7119,Build,SmallHouse,38,6,1,1,1310,810,2,1,1,
8,118.564,Build,SmallHouse,18,10,1,1,810,2510,3,2,1,
8,129.0173,Build,SmallHouse,23,10,1,1,2510,1310,2,1,1,
9,135.7256,Build,SmallHouse,28,10,1,1,1310,2350,3,2,1,
9,137.346,Build,SmallHouse,33,10,1,1,2350,1850,2,1,1,
10,144.8225,Build,Supply,11,25,1,1,1850,3230,3,2,1,
10,149.8787,Build,SmallHouse,18,15,1,1,3230,2730,2,1,1,
10,152.0848,Build,SmallHouse,23,15,1,1,2730,2230,1,0,1,
11,166.3881,Build,Supply,5,29,1,1,2230,4350,3,2,1,
11,168.2291,Build,Supply,11,30,1,1,4350,3550,2,1,1,
11,172.5559,Build,SmallHouse,28,15,1,1,3550,3050,1,0,1,
12,181.481,Build,SmallHouse,18,19,1,1,3050,4640,3,2,1,
12,183.2265,Build,SmallHouse,23,19,1,1,4640,4640,2,2,0,No road access for building
12,189.5846,Build,SmallHouse,23,19,1,1,4640,3490,2,1,1,
12,190.8473,Upgrade,SmallHouse,23,19,2,2,3490,3140,1,1,1,
12,191.6158,Upgrade,SmallHouse,18,19,2,2,3140,2790,1,1,1,
12,194.3678,Build,SmallHouse,28,19,1,1,2790,2290,1,0,1,
13,213.6713,Build,Supply,5,34,1,1,2290,4390,3,2,1,
13,221.5541,Build,SmallHouse,38,10,1,1,4390,3540,2,1,1,
13,226.2714,Build,SmallHouse,33,19,1,1,3540,2540,1,0,1,
13,227.5886,Upgrade,SmallHouse,33,19,2,2,2540,2190,0,0,1,
13,228.2949,Upgrade,SmallHouse,28,19,2,2,2190,1840,0,0,1,
14,240.1256,Build,SmallHouse,34,15,1,1,1840,4480,3,2,1,
14,242.1294,Build,SmallHouse,39,15,1,1,4480,3980,2,1,1,
