Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
1,1.727748,Build,SmallHouse,17,1,1,1,4000,2750,3,2,1,
1,3.87766,Build,SmallHouse,22,1,1,1,2750,2250,2,1,1,
1,13.66029,Build,Supply,5,14,1,1,2250,1450,1,0,1,
2,27.34233,Build,Service,17,6,1,1,1450,1390,3,1,1,
2,34.37509,Build,Supply,5,19,1,1,1390,290,1,0,1,
3,43.74124,Build,SmallHouse,27,1,1,1,290,1170,3,2,1,
3,48.62415,Build,SmallHouse,25,6,1,1,1170,670,2,1,1,
3,55.2575,Upgrade,SmallHouse,25,6,1,2,670,320,1,1,0,Not enough gold
4,62.24153,Build,SmallHouse,25,10,1,1,320,685,3,2,1,
4,64.75703,Build,SmallHouse,19,12,1,1,685,185,2,1,1,
5,78.07739,Build,Supply,11,14,1,1,185,580,3,2,1,
6,92.79846,Build,SmallHouse,32,1,1,1,580,1025,3,2,1,
6,94.98213,Build,SmallHouse,30,6,1,1,1025,525,2,1,1,
7,109.2972,Build,Service,30,10,1,1,525,960,3,1,1,
7,118.4984,Build,SmallHouse,25,14,1,1,960,260,1,0,1,
8,128.9171,Build,Supply,11,19,1,1,260,1757,3,2,1,
8,137.8173,Build,SmallHouse,19,16,1,1,1757,1107,2,1,1,
8,143.134,Build,SmallHouse,25,18,1,1,1107,357,1,0,1,
9,160.5874,Build,BigHouse,31,16,1,1,357,544,3,2,1,
9,166.6915,Build,SmallHouse,19,21,1,1,544,44,2,1,1,
10,172.0325,Build,Supply,5,24,1,1,44,1403,3,2,1,
10,176.6037,Build,SmallHouse,25,22,1,1,1403,903,2,1,1,
10,191.858,Upgrade,SmallHouse,25,14,2,2,903,3,1,1,1,
11,206.0506,Build,Service,31,22,1,1,3,2282,3,1,1,
11,215.2575,Build,Supply,11,24,1,1,2282,1482,1,0,1,
12,226.9456,Build,Factory,16,26,1,1,1482,2495,3,1,1,
12,232.4867,Build,SmallHouse,36,5,1,1,2495,1995,1,0,1,
13,245.313,Build,BigHouse,38,11,1,1,1995,4335,4,4,0,Can't place building at specified location
13,245.8724,Build,BigHouse,38,10,1,1,4335,3135,4,3,1,
13,258.7706,Build,Supply,11,29,1,1,3135,2135,3,2,1,
