Turn,Gold,Population,TotalSupplyProvided,AP,APUsed,UpgradeCount,DemolishCount,SmallHouseCount,BigHouseCount,SupplyCount,ServiceCount,FactoryCount,RoadCount,AverageSatisfactionIndex,MinSatisfactionIndex,MaxSatisfactionIndex,AveragePollutionIndex,MinPollutionIndex,MaxPollutionIndex,AverageServiceIndex,MinServiceIndex,MaxServiceIndex,HousesNearFactoryCount,HousesWithoutServiceCount,HousesLowSatisfactionCount,TotalTaxIncome
1,3250,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2190,100,240,3,3,0,0,2,0,1,0,0,15,0.8,0.8,0.8,0,0,0,0,0,0,0,2,0,740
3,1570,166,480,3,3,0,0,2,0,2,1,0,23,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,580
4,902,368,480,3,1,1,0,2,1,2,1,0,23,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,882
5,1484,368,480,3,0,0,0,2,1,2,1,0,39,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,882
6,1468,566,480,3,1,0,0,2,2,2,1,0,39,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,1184
7,1754,764,480,3,1,0,0,2,3,2,1,0,39,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,1486
8,2510,818,720,3,2,1,0,3,3,3,1,0,39,0.8833334,0.8,0.9,0,0,0,0.4166667,0,0.5,0,1,0,1606
9,2964,1114,720,3,3,0,0,4,3,3,2,0,39,0.9285715,0.9,1,0,0,0,0.6428571,0.5,1,0,0,0,1754
10,2320,1312,960,3,2,0,0,4,4,4,2,0,53,0.9250001,0.9,1,0,0,0,0.625,0.5,1,0,0,0,2056
11,3343,1593,1080,3,2,1,0,5,5,4,2,0,53,0.92,0.9,1,0,0,0,0.6,0.5,1,0,0,0,2523
12,2686,1643,1680,3,2,3,0,6,5,5,2,0,57,0.9090909,0.8,1,0,0,0,0.5454546,0,1,0,1,0,2643
13,2934,1838,1920,3,3,0,0,6,5,6,3,0,72,0.9272727,0.9,1,0,0,0,0.6818182,0.5,1.5,0,0,0,2598
14,3165,2340,1920,3,3,1,1,5,7,6,3,0,72,0.9333333,0.9,1,0,0,0,0.7083333,0.5,1.5,0,0,0,3131
15,3636,2440,2280,3,3,1,0,7,7,7,3,0,82,0.9142857,0.8,1,0,0,0,0.6071429,0,1.5,0,2,0,3371
16,5109,3046,2280,3,3,1,0,7,8,7,4,0,87,0.9333333,0.9,1,0,0,0,0.7333333,0.5,1.5,0,0,0,3673
17,4034,3248,3000,3,3,3,0,7,9,9,4,0,101,0.9312499,0.9,1,0,0,0,0.71875,0.5,1.5,0,0,0,3975
18,4565,3833,3000,3,3,3,0,7,10,9,5,0,107,0.9411764,0.9,1,0,0,0,0.7941176,0.5,2,0,0,0,4281
19,5294,4566,3000,3,2,3,0,7,12,9,5,0,107,0.9421052,0.9,1,0,0,0,0.7894737,0.5,2,0,0,0,4979
20,6821,5052,3360,3,3,4,0,7,14,10,5,0,114,0.9428571,0.9,1,0,0,0,0.7857143,0.5,2,0,0,0,5677
21,5698,5151,4440,3,3,10,0,7,14,13,5,0,123,0.9428571,0.9,1,0,0,0,0.7857143,0.5,2,0,0,0,5677
