Turn,Gold,Population,TotalSupplyProvided,AP,APUsed,UpgradeCount,DemolishCount,SmallHouseCount,BigHouseCount,SupplyCount,ServiceCount,FactoryCount,RoadCount,AverageSatisfactionIndex,MinSatisfactionIndex,MaxSatisfactionIndex,AveragePollutionIndex,MinPollutionIndex,MaxPollutionIndex,AverageServiceIndex,MinServiceIndex,MaxServiceIndex,HousesNearFactoryCount,HousesWithoutServiceCount,HousesLowSatisfactionCount,TotalTaxIncome
1,3250,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1620,50,480,3,3,0,0,1,0,2,0,0,18,0.8,0.8,0.8,0,0,0,0,0,0,0,1,0,620
3,1450,166,480,3,3,0,0,2,0,2,1,0,23,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,580
4,980,166,480,3,0,1,0,2,0,2,1,0,30,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,580
5,1375,253,480,3,1,1,0,3,0,2,1,0,30,0.9,0.9,0.9,0,0,0,0.5,0.5,0.5,0,0,0,745
6,736,376,480,3,3,0,0,4,0,2,2,0,31,0.9250001,0.9,1,0,0,0,0.625,0.5,1,0,0,0,711
7,1112,459,480,3,1,0,0,5,0,2,2,0,31,0.9200001,0.9,1,0,0,0,0.6,0.5,1,0,0,0,876
8,938,459,720,3,3,0,1,5,0,3,2,0,31,0.9200001,0.9,1,0,0,0,0.6,0.5,1,0,0,0,876
9,1129,542,720,3,1,0,0,6,0,3,2,0,38,0.9166667,0.9,1,0,0,0,0.5833333,0.5,1,0,0,0,1041
10,1222,616,720,3,2,0,0,6,0,3,3,0,38,0.95,0.9,1,0,0,0,0.75,0.5,1,0,0,0,893
11,1566,660,720,3,2,1,0,6,0,3,4,0,38,0.9666667,0.9,1,0,0,0,0.8333333,0.5,1,0,0,0,694
12,810,664,960,3,1,2,0,6,0,4,4,0,44,0.9666667,0.9,1,0,0,0,0.8333333,0.5,1,0,0,0,694
13,1220,784,960,3,1,0,0,7,0,4,4,0,44,0.9714286,0.9,1,0,0,0,0.8571429,0.5,1,0,0,0,910
14,1310,950,960,3,2,0,0,9,0,4,4,0,47,0.9555556,0.9,1,0,0,0,0.7777778,0.5,1,0,0,0,1240
15,1730,1116,960,3,2,0,0,11,0,4,4,0,50,0.9454545,0.9,1,0,0,0,0.7272727,0.5,1,0,0,0,1570
16,2700,1116,960,3,0,3,0,11,0,4,4,0,50,0.9454545,0.9,1,0,0,0,0.7272727,0.5,1,0,0,0,1570
17,1708,1300,960,3,3,1,0,12,0,4,5,0,62,0.95,0.9,1,0,0,0,0.8333333,0.5,1.5,0,0,0,1608
18,2018,1450,960,3,3,0,0,13,0,4,6,0,62,0.953846,0.9,1,0,0,0,0.8846154,0.5,1.5,0,0,0,1610
19,1781,1644,960,3,3,1,0,14,0,4,7,0,67,0.9642857,0.9,1,0,0,0,0.9642857,0.5,1.5,0,0,0,1663
20,1694,1648,1320,3,1,2,0,14,0,5,7,0,67,0.9642857,0.9,1,0,0,0,0.9642857,0.5,1.5,0,0,0,1663
21,1872,1731,1560,3,2,4,0,15,0,6,7,0,74,0.9599999,0.9,1,0,0,0,0.9333333,0.5,1.5,0,0,0,1828
