Turn,Gold,Population,TotalSupplyProvided,AP,APUsed,UpgradeCount,DemolishCount,SmallHouseCount,BigHouseCount,SupplyCount,ServiceCount,FactoryCount,RoadCount,AverageSatisfactionIndex,MinSatisfactionIndex,MaxSatisfactionIndex,AveragePollutionIndex,MinPollutionIndex,MaxPollutionIndex,AverageServiceIndex,MinServiceIndex,MaxServiceIndex,HousesNearFactoryCount,HousesWithoutServiceCount,HousesLowSatisfactionCount,TotalTaxIncome
1,3250,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2190,100,240,3,3,0,0,2,0,1,0,0,15,0.8,0.8,0.8,0,0,0,0,0,0,0,2,0,740
3,1820,200,480,3,3,0,0,4,0,2,0,0,22,0.8,0.8,0.8,0,0,0,0,0,0,0,4,0,980
4,1470,320,480,3,1,0,0,4,1,2,0,0,29,0.8,0.8,0.8,0,0,0,0,0,0,0,5,0,1200
5,1412,514,480,3,3,0,0,5,1,2,1,0,29,0.8500001,0.8,0.9,0,0,0,0.25,0,0.5,0,3,0,1242
6,1519,597,720,3,2,0,0,6,1,3,1,0,29,0.8571429,0.8,0.9,0,0,0,0.2857143,0,0.5,0,3,0,1407
7,2126,597,960,3,1,0,0,6,1,4,1,0,29,0.8571429,0.8,0.9,0,0,0,0.2857143,0,0.5,0,3,0,1407
8,2773,697,960,3,2,0,0,8,1,4,1,0,45,0.8444445,0.8,0.9,0,0,0,0.2222222,0,0.5,0,5,0,1647
9,2085,787,1200,3,2,2,0,9,1,5,1,0,55,0.8500001,0.8,0.9,0,0,0,0.25,0,0.5,0,5,0,1812
10,2407,940,1200,3,3,1,0,12,1,5,1,0,55,0.8384616,0.8,0.9,0,0,0,0.1923077,0,0.5,0,8,0,2172
11,3179,952,1440,3,1,4,0,12,1,6,1,0,55,0.8384616,0.8,0.9,0,0,0,0.1923077,0,0.5,0,8,0,2172
12,2891,1062,1440,3,2,4,0,14,1,6,1,0,68,0.8333334,0.8,0.9,0,0,0,0.1666667,0,0.5,0,10,0,2412
13,2703,1062,1920,3,2,0,0,14,1,8,1,0,88,0.8333334,0.8,0.9,0,0,0,0.1666667,0,0.5,0,10,0,2412
14,2995,1335,1920,3,2,3,0,16,1,8,1,0,88,0.8411765,0.8,0.9,0,0,0,0.2058824,0,0.5,0,10,0,2742
15,3252,1436,1920,3,1,13,0,17,1,8,1,0,96,0.8444445,0.8,0.9,0,0,0,0.2222222,0,0.5,0,10,0,2907
16,4249,1736,1920,3,2,1,0,17,3,8,1,0,96,0.84,0.8,0.9,0,0,0,0.2,0,0.5,0,12,0,3347
17,4136,1966,2160,3,2,3,0,18,4,8,1,0,99,0.8363636,0.8,0.9,0,0,0,0.1818182,0,0.5,0,14,0,3687
18,4343,2086,2640,3,2,4,0,18,5,9,1,0,109,0.8347825,0.8,0.9,0,0,0,0.173913,0,0.5,0,15,0,3907
19,4790,2446,2640,3,2,2,0,18,7,9,1,0,109,0.8319998,0.8,0.9,0,0,0,0.16,0,0.5,0,17,0,4347
20,4757,2566,3480,3,3,3,0,18,8,11,1,0,109,0.830769,0.8,0.9,0,0,0,0.1538462,0,0.5,0,18,0,4567
21,5114,2859,3480,3,2,21,0,19,9,11,1,0,115,0.8285712,0.8,0.9,0,0,0,0.1428571,0,0.5,0,20,0,4907
