Turn,Gold,Population,TotalSupplyProvided,AP,APUsed,UpgradeCount,DemolishCount,SmallHouseCount,BigHouseCount,SupplyCount,ServiceCount,FactoryCount,RoadCount,AverageSatisfactionIndex,MinSatisfactionIndex,MaxSatisfactionIndex,AveragePollutionIndex,MinPollutionIndex,MaxPollutionIndex,AverageServiceIndex,MinServiceIndex,MaxServiceIndex,HousesNearFactoryCount,HousesWithoutServiceCount,HousesLowSatisfactionCount,TotalTaxIncome
1,3250,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2190,100,240,3,3,0,0,2,0,1,0,0,15,0.8,0.8,0.8,0,0,0,0,0,0,0,2,0,740
3,1690,216,240,3,3,0,0,3,0,1,1,0,29,0.8666667,0.8,0.9,0,0,0,0.3333333,0,0.5,0,1,0,700
4,1101,395,240,3,1,1,0,3,1,1,1,0,29,0.8150001,0.74,0.84,0,0,0,0.375,0,0.5,0,1,0,961
5,1803,418,480,3,1,0,0,3,1,2,1,0,29,0.8750001,0.8,0.9,0,0,0,0.375,0,0.5,0,1,0,1002
6,1210,661,480,3,3,0,0,4,1,2,2,0,37,0.9400001,0.9,1,0,0,0,0.7,0.5,1,0,0,0,1107
7,1419,859,480,3,1,0,0,4,2,2,2,0,37,0.9333334,0.9,1,0,0,0,0.6666667,0.5,1,0,0,0,1409
8,2828,859,720,3,1,0,0,4,2,3,2,0,37,0.9333334,0.9,1,0,0,0,0.6666667,0.5,1,0,0,0,1409
9,1653,979,1200,3,3,0,0,5,2,5,2,0,51,0.9428572,0.9,1,0,0,0,0.7142857,0.5,1,0,0,0,1625
10,1728,983,1200,4,2,1,0,5,2,5,2,1,51,0.9428572,0.9,1,0,0,0,0.7142857,0.5,1,0,0,0,1625
11,2462,1156,1200,4,3,0,0,6,2,5,3,1,59,0.95,0.9,1,0,0,0,0.75,0.5,1,0,0,0,1634
12,2046,1156,1560,4,0,3,0,6,2,5,3,1,64,0.95,0.9,1,0,0,0,0.75,0.5,1,0,0,0,1634
13,1982,1358,1560,4,1,1,0,6,3,5,3,1,73,0.9444444,0.9,1,0,0,0,0.7222222,0.5,1,0,0,0,1936
14,2168,1376,1560,4,0,6,0,6,3,5,3,1,73,0.9444444,0.9,1,0,0,0,0.7222222,0.5,1,0,0,0,1936
15,2649,1625,1560,4,3,0,0,9,3,5,3,1,82,0.9333332,0.9,1,0,0,0,0.6666667,0.5,1,0,0,0,2431
16,3645,1708,2040,4,3,0,0,10,3,7,3,1,88,0.9307691,0.9,1,0,0,0,0.6538461,0.5,1,0,0,0,2596
17,4447,1963,2040,4,4,0,0,10,3,7,5,1,88,0.9615384,0.9,1,0,0,0,0.8846154,0.5,1.5,0,0,0,2402
18,3195,2409,2040,4,1,5,0,10,4,7,5,1,88,0.9642857,0.9,1,0,0,0,0.8928571,0.5,1.5,0,0,0,2798
19,3473,2575,2520,4,4,0,0,12,4,9,5,1,93,0.95625,0.9,1,0,0,0,0.84375,0.5,1.5,0,0,0,3128
20,4143,2873,2520,4,3,0,0,14,5,9,5,1,109,0.936842,0.8,1,0,0,0,0.7368421,0,1.5,0,2,0,3670
21,4350,3371,2520,4,3,6,0,14,6,9,6,1,115,0.9549999,0.9,1,0,0,0,0.825,0.5,1.5,0,0,0,3957
