Turn,Gold,Population,TotalSupplyProvided,AP,APUsed,UpgradeCount,DemolishCount,SmallHouseCount,BigHouseCount,SupplyCount,ServiceCount,FactoryCount,RoadCount,AverageSatisfactionIndex,MinSatisfactionIndex,MaxSatisfactionIndex,AveragePollutionIndex,MinPollutionIndex,MaxPollutionIndex,AverageServiceIndex,MinServiceIndex,MaxServiceIndex,HousesNearFactoryCount,HousesWithoutServiceCount,HousesLowSatisfactionCount,TotalTaxIncome
1,3250,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2117,28,0,4,3,0,0,1,0,0,0,1,15,0.36,0.36,0.36,0.3,0.3,0.3,0,0,0,1,1,0,567
3,1836,133,0,4,3,0,0,4,0,0,0,1,23,0.465,0.36,0.5,0.075,0,0.3,0,0,0,1,4,0,819
4,1054,114,0,5,2,1,0,4,0,0,0,2,23,0.36,0.36,0.36,0.3,0.3,0.3,0,0,0,4,4,0,768
5,1489,142,0,5,1,0,0,5,0,0,0,2,31,0.36,0.36,0.36,0.3,0.3,0.3,0,0,0,5,5,0,835
6,1492,212,0,5,2,0,0,7,0,0,0,2,31,0.4,0.36,0.5,0.2142857,0,0.3,0,0,0,5,7,0,1003
7,1770,243,240,5,1,0,0,7,0,1,0,2,31,0.4885714,0.38,0.6,0.2285714,0,0.4,0,0,0,5,7,0,1078
8,1230,277,240,6,3,0,0,8,0,1,0,3,31,0.4875,0.38,0.6,0.25,0,0.6,0,0,0,6,8,0,1160
9,1427,356,480,6,1,0,0,8,0,2,0,3,38,0.6825,0.58,0.8,0.2625,0,0.6,0,0,0,6,8,0,1347
10,1944,406,480,6,1,0,0,9,0,2,0,3,47,0.6955556,0.58,0.8,0.2333333,0,0.6,0,0,0,6,9,0,1467
11,2101,483,480,6,3,0,0,12,0,2,0,3,47,0.6016666,0.46,0.68,0.175,0,0.6,0,0,0,6,12,0,1657
12,1780,513,480,7,3,0,0,13,0,2,0,4,54,0.5861538,0.46,0.68,0.2076923,0,0.6,0,0,0,8,13,0,1729
13,2196,635,720,7,2,0,0,14,0,3,0,4,60,0.7028571,0.58,0.8,0.2142857,0,0.6,0,0,0,9,14,0,2016
14,2453,631,720,8,2,0,0,14,0,3,0,5,71,0.6971429,0.58,0.8,0.2357143,0,0.6,0,0,0,9,14,0,2007
15,2403,709,720,8,4,0,0,18,0,3,0,5,76,0.5855556,0.46,0.68,0.2222222,0,0.6,0,0,0,11,18,0,2200
16,3286,723,720,9,3,0,0,19,0,3,0,6,85,0.5589474,0.46,0.68,0.2736842,0,0.6,0,0,0,14,19,0,2233
17,2280,687,720,10,4,0,0,21,0,3,0,7,104,0.452381,0.2,0.6,0.3333333,0,0.9,0,0,0,16,21,0,2144
18,2272,707,720,11,3,0,0,22,0,3,0,8,114,0.4409091,0.2,0.6,0.3590909,0,0.9,0,0,0,17,22,0,2192
19,2478,817,720,11,4,0,0,26,0,3,0,8,119,0.4269231,0.2,0.6,0.3923077,0,1,0,0,0,21,26,0,2456
20,2872,925,720,11,3,0,0,27,0,3,1,8,133,0.4392593,0.2,0.7,0.3888889,0,1,0.05555556,0,0.5,22,24,0,2394
21,2487,856,720,12,4,0,0,29,0,3,1,9,141,0.3413793,0.1,0.6,0.3931035,0,1,0.06896552,0,0.5,24,25,0,2215
