avg_house_per_turn,avg_factory_per_turn,avg_service_per_turn,avg_satisfaction,avg_pollution,growth_rate,houses_without_service_ratio,houses_near_factory_ratio,low_satisfaction_ratio,ap_usage_ratio,designed_style
2.9490142459033697,0.572347139765763,0.4971532807151039,0.6718423885126421,0.681267730022133,0.7812690434440656,0.5763370252405913,0.46139477833223275,0.3124420491252038,0.9271280021792982,expander
2.660974692156261,0.5068540492859486,0.43629434073490514,0.3969375804273762,0.5620065733989573,0.7550169976607223,0.3689735103732461,0.4251397866076219,0.2773580739583031,0.8293848149332355,expander
3.239694630676466,0.5548447399026928,0.4101292307031886,0.43602014510292353,0.6564493820379853,0.8088738071767894,0.3579205138062158,0.4300558414676538,0.30194890480649555,0.8854153125103362,expander
2.619488016331181,0.9704556369017876,0.39797541628930994,0.465383125683528,0.7658035929682551,0.7023325080023183,0.46670908760038043,0.24322639008961797,0.24374511608812555,0.9098430617934562,expander
3.021539973998623,0.634273656237994,0.38265275764176393,0.525911704352857,0.5817182407706057,0.7424124633284234,0.413148898323217,0.4845697780975133,0.3774894631654769,0.8118479922318633,expander
2.897225190818438,0.5229835439167366,0.2984616999541062,0.5989341031072695,0.782479961799676,0.8745024095292959,0.3828625981421889,0.37526300993190287,0.3765010745122851,0.948777256356118,expander
2.656247728646413,0.5628682046672365,0.2340497538990958,0.4543034700735464,0.7650020657915358,0.9084992022856659,0.4442391902735733,0.48028263183136194,0.3789308820038107,0.8677440122697438,expander
2.908418681652524,0.9076073132931939,0.3946260941335073,0.6751714924651205,0.49042039167282037,0.865752200350018,0.4569637654590537,0.37607941196273065,0.35734086212284016,0.8006215542699554,expander
2.734098433648746,0.6714225143023492,0.6216841067112274,0.5085383825381082,0.635320511768545,0.7598594365132372,0.5232321694161659,0.42630008877277475,0.3076191836986369,0.9256633716556678,expander
2.829123264804412,0.7937289981065778,0.29469203591839715,0.5237870282721786,0.6686313477494273,0.6829188041494305,0.4736896221651661,0.42088442177439117,0.35040907653139686,0.8882706433312427,expander
